id,split_audio_path,no_point_text,SentenceId,ParagraphId
324fd63c961f45dbad46969707e8ede7_1756370737005500000_6,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/324fd63c961f45dbad46969707e8ede7_1756370737005500000_6.wav,好的，非常感谢王总的一个详细的解答。,6,1756370737005500000
324fd63c961f45dbad46969707e8ede7_1756370737005500000_7,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/324fd63c961f45dbad46969707e8ede7_1756370737005500000_7.wav,我这边就先抛砖引玉请教两个小问题。,7,1756370737005500000
324fd63c961f45dbad46969707e8ede7_1756370737005500000_8,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/324fd63c961f45dbad46969707e8ede7_1756370737005500000_8.wav,第一个就是沿着您刚才讲的，分享的公司AI产品的落地的一个详细的案例。,8,1756370737005500000
324fd63c961f45dbad46969707e8ede7_1756370737005500000_9,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/324fd63c961f45dbad46969707e8ede7_1756370737005500000_9.wav,就是想请教一下从今年来看的话，与大模型相关的这个AI相关的收入大概会是一个怎样的体量。,9,1756370737005500000
324fd63c961f45dbad46969707e8ede7_1756370737005500000_10,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/324fd63c961f45dbad46969707e8ede7_1756370737005500000_10.wav,然后以及增速方面的话，是不是会有一个非常快的一个增长。,10,1756370737005500000
324fd63c961f45dbad46969707e8ede7_1756370737005500000_11,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/324fd63c961f45dbad46969707e8ede7_1756370737005500000_11.wav,然后展望未来的话，大概这一块的收入释放会是怎样的一个节奏？,11,1756370737005500000
324fd63c961f45dbad46969707e8ede7_1756370737005500000_12,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/324fd63c961f45dbad46969707e8ede7_1756370737005500000_12.wav,这是我第一个小问题。,12,1756370737005500000
324fd63c961f45dbad46969707e8ede7_1756370973425500000_13,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/324fd63c961f45dbad46969707e8ede7_1756370973425500000_13.wav,明白，好的，然后就是关于财务这一块的话，因为从业务的分类来看，其实今年上半年的话，教育业务是有一些承压的。,13,1756370973425500000
324fd63c961f45dbad46969707e8ede7_1756370973425500000_14,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/324fd63c961f45dbad46969707e8ede7_1756370973425500000_14.wav,但是轨交业务是呈现了一个高速增长的一个态势。,14,1756370973425500000
324fd63c961f45dbad46969707e8ede7_1756370973425500000_15,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/324fd63c961f45dbad46969707e8ede7_1756370973425500000_15.wav,然后如果说展望全年的话，您感觉这两块业务的一个情况大概会是怎么样的？,15,1756370973425500000
324fd63c961f45dbad46969707e8ede7_1756371098005500000_16,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/324fd63c961f45dbad46969707e8ede7_1756371098005500000_16.wav,明白，好的。,16,1756371098005500000
324fd63c961f45dbad46969707e8ede7_1756371098005500000_17,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/324fd63c961f45dbad46969707e8ede7_1756371098005500000_17.wav,然后从这个利润率的角度来看的话，其实可以看到公司产品销售这一块的业务的毛利率提升还蛮多的。,17,1756371098005500000
324fd63c961f45dbad46969707e8ede7_1756371098005500000_18,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/324fd63c961f45dbad46969707e8ede7_1756371098005500000_18.wav,上半年同比提升了7.84个percent，就是这一块提升的一个原因和驱动力大概是什么样。,18,1756371098005500000
324fd63c961f45dbad46969707e8ede7_1756371151075500000_19,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/324fd63c961f45dbad46969707e8ede7_1756371151075500000_19.wav,明白，好的，那会议助理播放一下开通一下提问通道。,19,1756371151075500000
324fd63c961f45dbad46969707e8ede7_1756371151075500000_20,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/324fd63c961f45dbad46969707e8ede7_1756371151075500000_20.wav,我们看线上有没有投资者要提问的。,20,1756371151075500000
324fd63c961f45dbad46969707e8ede7_1756372435835500000_21,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/324fd63c961f45dbad46969707e8ede7_1756372435835500000_21.wav,对了，王总，我这边再追问一个小问题，就是我们现在全部的在手订单来看的话，我不知道公司现在统计到什么时候，假如说是截止到7月底，这个同比增速相较于去年大概是怎么样的？,21,1756372435835500000
324fd63c961f45dbad46969707e8ede7_1756372509165500000_22,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/324fd63c961f45dbad46969707e8ede7_1756372509165500000_22.wav,明白，好的，我看会议也进行了1个小时了，王总也做了非常详细的一个解答和分享。,22,1756372509165500000
324fd63c961f45dbad46969707e8ede7_1756372509165500000_23,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/324fd63c961f45dbad46969707e8ede7_1756372509165500000_23.wav,王总您看是否还有需要补充的内容？,23,1756372509165500000
324fd63c961f45dbad46969707e8ede7_1756372525065500000_24,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/324fd63c961f45dbad46969707e8ede7_1756372525065500000_24.wav,好的，非常感谢王总抽出宝贵的时间来和我们分享公司上半年的一个业务进展，让我们持续看好公司在教育AI方面的一个布局。,24,1756372525065500000
324fd63c961f45dbad46969707e8ede7_1756372525065500000_25,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/324fd63c961f45dbad46969707e8ede7_1756372525065500000_25.wav,后续各位投资者有任何问题，也欢迎随时联系公司和我们广发计算机团队，我们今天的会议就到此结束，感谢各位，谢谢王总。,25,1756372525065500000
324fd63c961f45dbad46969707e8ede7_1756372525065500000_26,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/324fd63c961f45dbad46969707e8ede7_1756372525065500000_26.wav,拜拜。,26,1756372525065500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369039356500000_1,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369039356500000_1.wav,感谢李老师，也感谢各位投资者。,1,1756369039356500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369039356500000_2,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369039356500000_2.wav,敬业达昨天晚上已经发了半年报。,2,1756369039356500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369039356500000_3,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369039356500000_3.wav,从短期来看，半年报显示我们的经营业绩是稍微有一些承压。,3,1756369039356500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369039356500000_4,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369039356500000_4.wav,上半年的营业收入是1.18亿，对比去年同期是下降了18.41，也就是减少了大概2670万的一个收入规模。,4,1756369039356500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369039356500000_5,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369039356500000_5.wav,净利润是亏损1898万，同比下降了37.87%。,5,1756369039356500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369039356500000_6,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369039356500000_6.wav,从行业产品结构来看，智慧教育收入1.27亿，还是还是我们的这个和智慧教育的营收占比是74.17%，这还是金业达最核心的一个业务支柱。,6,1756369039356500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369039356500000_7,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369039356500000_7.wav,这其中智慧招考收入占比是52.39，智慧教学的收入占比是21.78。,7,1756369039356500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369095186500000_8,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369095186500000_8.wav,报告期内这个业绩收入端有一些承压。,8,1756369095186500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369095186500000_9,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369095186500000_9.wav,首先是智慧招考收入同比有16.18的一个下降，这个基本上符合考试行业今年的一个基本情况，大致是三方面原因。,9,1756369095186500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369095186500000_10,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369095186500000_10.wav,第一是标准化考场建设，它还是有一定的周期性，目前处于上一代的周期性建设和新一代烧烤产品落地的一个中间阶段。,10,1756369095186500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369095186500000_11,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369095186500000_11.wav,再叠加财政资金建设，财政资金的一些压力，所以新的产品落地还需要一定的时间去逐步的扩展推广。,11,1756369095186500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369095186500000_12,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369095186500000_12.wav,但是在报告期内，我们的新一代的这种AI巡查已经逐步扩大了市场的覆盖销量，对比去年同期是已经实现了数倍的一个增长。,12,1756369095186500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369095186500000_13,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369095186500000_13.wav,今年光上半年的招考的AI贡献就已经过千万了。,13,1756369095186500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369148896500000_14,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369148896500000_14.wav,第二个原因，公司在面对市场用户这个资金压力的情况下，我们在全力推进建设的同时，有更多的产品是以租赁服务的方式去推动落地。,14,1756369148896500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369148896500000_15,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369148896500000_15.wav,这个对当期的收入贡献会有一定的影响。,15,1756369148896500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369148896500000_16,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369148896500000_16.wav,但是在租赁服务的这种模式之下，包括像技术服务这种模式之下，我们也一方面会增加客户的粘性，同时也拓展了高考研考之外更多的一个考试的应用，对公司长期的收入稳定增长是有益的，它对我们的毛利率带动也是更好的。,16,1756369148896500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369181016500000_17,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369181016500000_17.wav,第三是我们调整就有意的调整了一部分的这种业务的结构。,17,1756369181016500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369181016500000_18,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369181016500000_18.wav,从上半年的订单获取来看，我们更加大比例的扩大了直营业务的一个占比经营业务。,18,1756369181016500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369181016500000_19,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369181016500000_19.wav,所以它的收入确认的周期比核心系统的经销业务会略长一点。,19,1756369181016500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369181016500000_20,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369181016500000_20.wav,在半年报的时候，还没有进入到一个收入确认，所以单以半年度的收入对比来看，是有十几个点的一个，不好意思，我前面说错了，招考收入的下降。,20,1756369181016500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369181016500000_21,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369181016500000_21.wav,招考金收入的下降应该是在30%左右。,21,1756369181016500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369181016500000_22,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369181016500000_22.wav,所以就是基于上面三个原因，今年半年度的智慧招考的收入是有一个下降。,22,1756369181016500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369238516500000_23,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369238516500000_23.wav,从智慧教学的业务来看，它是整个业务本身它是结构性的，季节性的特征是比较明显的。,23,1756369238516500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369238516500000_24,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369238516500000_24.wav,院校通常是在一季度申报预算，二三季度逐步的启动招投标，假期寒暑假期进行一个建设，年内进行验收，这样的一个大的节奏在推进。,24,1756369238516500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369238516500000_25,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369238516500000_25.wav,所以上半年整个智慧教学的收入体量就不会太大。,25,1756369238516500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369238516500000_26,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369238516500000_26.wav,从21到24年的平均数据来看，教学在上半年的收入占全年收入比例不会超过20%。,26,1756369238516500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369270646500000_27,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369270646500000_27.wav,一般是处于这样一个情况。,27,1756369270646500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369270646500000_28,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369270646500000_28.wav,进入到三季度，公司整个智慧教学业务的新增订单也已经开始逐步的释放。,28,1756369270646500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369270646500000_29,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369270646500000_29.wav,这也体现了我们现在教育数字化转型对市场的一些的传导。,29,1756369270646500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369270646500000_30,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369270646500000_30.wav,智慧轨交业务在上半年收入端的增长还是比较明显，当然更大的它也是有季节性的特征，更多的是随着地铁线整体的一个交付验收去进行收入的确认。,30,1756369270646500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369270646500000_31,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369270646500000_31.wav,截止到7月末，轨交在手订单还有三个亿，目前都在顺利的进展过程中，也没有出现什么延期的一个预兆。,31,1756369270646500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369270646500000_32,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369270646500000_32.wav,那么对全年轨道业绩仍然达成这个目标还是有信心的。,32,1756369270646500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369312106500000_33,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369312106500000_33.wav,从利润端来看，上半年的归母净利润较去年同期减少了521万。,33,1756369312106500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369312106500000_34,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369312106500000_34.wav,这主要是由于收入它是存在季节性的一个影响。,34,1756369312106500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369312106500000_35,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369312106500000_35.wav,但是费用端其实是按全年进行一个摊销，均摊的我们上半年的四项费用，像营销费营销费用、研发费用这些同比去年增加了930万。,35,1756369312106500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369312106500000_36,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369312106500000_36.wav,一方面是市场端的发力，尤其是北京一般全国市场，我们的营销团队扩建是非常力度非常大的，营销费用的同比增长了21.9%。,36,1756369312106500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369312106500000_37,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369312106500000_37.wav,3同时是在当前情况下，我们保持了一个较高的研发投入的强度。,37,1756369312106500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369312106500000_38,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369312106500000_38.wav,上半年的研发投入同比增长了7.19。,38,1756369312106500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369365186500000_39,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369365186500000_39.wav,从经营的回款数据来看，我们上半年的销售商品提供劳务收到的现金较去年同期还增加了2.16。,39,1756369365186500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369365186500000_40,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369365186500000_40.wav,所以公司的回款状况还是非常良好的。,40,1756369365186500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369365186500000_41,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369365186500000_41.wav,现金流的净额较去年明显下降，主要还是因为支出增加的，像薪酬，投保履约金、市场活动等费用的这些增加。,41,1756369365186500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369365186500000_42,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369365186500000_42.wav,这也是公司在加大市场研发投入的一些体现。,42,1756369365186500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369365186500000_43,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369365186500000_43.wav,到期末的应收账款总额是2.4个亿，较期初是继续减少。,43,1756369365186500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369365186500000_44,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369365186500000_44.wav,这也是我们最近这两年持续在推进回款工作，取得了比较良好的一个成效。,44,1756369365186500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369404156500000_45,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369404156500000_45.wav,说回到业务发展的一个情况，从整个智慧教育这个大的板块来看，我认为还是非常大的市场端的发展的机遇。,45,1756369404156500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369404156500000_46,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369404156500000_46.wav,教育部2025年定义成智慧教育的元年。,46,1756369404156500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369404156500000_47,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369404156500000_47.wav,我们可以从一月份开始看，国家级的这个政策到地方级的政策都在密集的加码发布。,47,1756369404156500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369404156500000_48,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369404156500000_48.wav,像一月份国务院发布了教育强国的2024到2035的这个纲要，特别提出要促进人工智能去助力教育的变革。,48,1756369404156500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369404156500000_49,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369404156500000_49.wav,四月份九部委教育部等九部九部门印发的加快加快推进教育数字化的硬件，加快建设人工智能教育大模型，这也都是给出了很明确的一个方向。,49,1756369404156500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369449426500000_50,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369449426500000_50.wav,七月向教育部组织数字化赋能教师的行动发展，包括像人工智能通识课的一些具体的规定，对教育数字化A加教育这件事情给出了很多的比较明细和量化的一些要求。,50,1756369449426500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369449426500000_51,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369449426500000_51.wav,比如说像教师的智能助手为教师的赋能，通识课的覆盖等等，都有很明确的很有指导性的意见。,51,1756369449426500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369449426500000_52,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369449426500000_52.wav,像北京、上海、广东、浙江等省市也都密集出台了相应的行动方案和执行的计划。,52,1756369449426500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369449426500000_53,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369449426500000_53.wav,包括对智慧教室的建设，人工智能课开设等提出了量化的要求。,53,1756369449426500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369449426500000_54,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369449426500000_54.wav,甚至将数字化转型的成效会去纳入他们教育高质量发展评价的一些体系里面。,54,1756369449426500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369449426500000_55,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369449426500000_55.wav,这样就是无论从中央到地方，然后从鼓励到全面推动，这个都有很明显的一些进展。,55,1756369449426500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369501786500000_56,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369501786500000_56.wav,第二个，对于这个市场的大的发展机遇，还是从竞争格局上，我们来看将会进入到一个洗牌的阶段。,56,1756369501786500000
f2e346df4c1c4cedb3da6a4327ffa72b_1756369501786500000_57,/mnt/workspace/hyq/code/come_in/asr/data/split_lingyin_audio/f2e346df4c1c4cedb3da6a4327ffa72b_1756369501786500000_57.wav,因为AI在驱动整个教育信息化，教育数字化这个市场。,57,1756369501786500000
